type,year,month_name,month_num,month_end,town,gross,gross_count,retail,retail_count,use,use_count,past_gross,past_gross_count,past_retail,past_retail_count,past_use,past_use_count,update,time_frame
Meals and Rooms,2018,Jan,1,2018-01-31,ALBURGH,1113989.09,12,268887.27,11,0.0,0,952933.56,12,257360.78,11,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,ARLINGTON,9061150.95,14,351841.5,12,0.0,0,8408935.99,14,349544.37,13,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,BARRE TOWN,8712531.05,27,1358208.86,23,0.0,0,7866977.33,29,1021491.96,26,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,BRISTOL,4802437.55,35,1109965.88,32,0.0,0,3956187.07,27,969696.88,25,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,BURKE,953087.46,14,478729.89,14,0.0,0,1088746.84,14,603241.9,14,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,CAMBRIDGE,4070713.52,35,2513892.65,34,0.0,0,4080647.05,31,2336426.63,30,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,CHESTER,2178475.22,31,532712.46,27,43120.3333333333,10,2403354.63,30,542109.66,26,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,CLARENDON,2831239.41,25,1089143.59,24,0.0,0,2835640.78,25,927512.27,23,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,DANVILLE,510836.74,13,385253.56,13,0.0,0,462353.41,11,354702.98,11,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,DORSET,3489589.98,24,2565268.45,23,0.0,0,3262947.91,19,2327399.19,19,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,DOVER,4864954.67,30,4086163.84,28,0.0,0,5606566.54,28,5071654.51,26,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,ESSEX,35562994.64,167,10106998.76,161,265061.166666667,45,29187074.4,168,9648261.1,157,1382307.33333333,47,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,HARTFORD,24065421.63,114,5807942.33,106,82774.8333333334,36,22411015.86,106,5054425.28,102,131275.0,36,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,HINESBURG,7199717.37,27,1050982.98,25,0.0,0,7123038.42,29,970457.83,27,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,HYDE PARK,2137395.91,20,226490.53,20,0.0,0,1926930.69,18,206104.12,16,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,LUDLOW,11254610.95,39,7222205.08,39,0.0,0,12202721.1,39,8276668.8,39,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,MANCHESTER,30491915.69,143,9267738.7,132,242986.333333333,29,28875871.87,142,9157721.82,135,200842.0,30,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,NEW HAVEN,9656944.68,22,301130.62,20,0.0,0,9154645.1,24,303017.46,22,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,NORWICH,6591146.71,17,741836.89,16,0.0,0,5278693.4,15,521195.33,15,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,POULTNEY,2097249.4,30,605703.04,28,0.0,0,2156777.51,27,577094.68,25,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,ROCHESTER,1320150.96,12,112044.73,12,0.0,0,530289.22,11,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,SOUTH HERO,1355831.16,13,334683.46,13,0.0,0,1148671.11,13,274139.65,12,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,SWANTON,10994135.81,45,1298026.7,42,35552.8333333333,11,7568681.53,44,1289547.85,44,25085.1666666667,10,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,TROY,0.0,0,0.0,0,0.0,0,1432143.51,12,291624.4,12,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,WARREN,3299391.56,23,2747778.44,22,0.0,0,2882043.27,19,2348703.17,18,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,WHITINGHAM,385825.86,11,102003.92,11,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,WILLIAMSTOWN,1094360.35,11,310124.9,11,0.0,0,996913.48,12,301827.87,11,0.0,0,Final,Monthly
Meals and Rooms,2018,Jan,1,2018-01-31,WILMINGTON,5414914.12,36,1835122.0,35,0.0,0,5120633.33,29,1774006.41,28,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,BARRE TOWN,8710658.66,29,1058482.75,26,0.0,0,6785124.9,29,950763.06,27,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,BERLIN,22452306.69,53,4799170.22,50,68914.33333333334,28,18287022.15,50,4573749.19,48,79677.33333333343,26,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,CAMBRIDGE,4361970.68,35,2858939.59,34,0.0,0,4074859.34,31,2665079.94,30,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,CHARLOTTE,776019.67,19,162885.07,14,0.0,0,938095.69,18,148233.02,13,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,CRAFTSBURY,397762.4,13,170103.72,12,0.0,0,318028.05,11,165179.24,11,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,DANVILLE,340241.84,12,287137.07,12,0.0,0,412065.96,12,300643.58,12,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,DERBY,19189125.73,62,4899198.38,57,116319.49999999994,29,16782017.19,54,5015949.26,53,85735.83333333333,27,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,DUMMERSTON,858567.15,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,ENOSBURG,10155670.98,39,1301547.69,36,34671.000000000065,10,5571139.13,37,1174043.39,36,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,FAIRLEE,692910.91,17,232669.04,14,0.0,0,663253.62,15,196439.8,12,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,HYDE PARK,2712560.89,20,244496.99,18,0.0,0,2408405.66,18,182164.35,15,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,JOHNSON,9880682.71,27,2546171.31,26,0.0,0,9228119.1,29,2174162.93,28,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,KILLINGTON,9448848.33,32,8622426.08,31,0.0,0,9259200.37,31,8327893.57,30,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,LUDLOW,13161744.23,39,9181069.16,39,0.0,0,13242971.42,39,9452473.26,39,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,MIDDLEBURY,25282518.03,118,6191360.55,117,127205.83333333334,36,21707890.81,113,6138469.07,111,93157.33333333333,33,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,MORETOWN,322276.58,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,NEWBURY,2929099.01,13,193062.39,12,0.0,0,2612226.69,13,166867.47,12,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,NORWICH,5587939.95,17,496282.24,17,0.0,0,4872821.18,16,531645.0,16,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,ROYALTON,3091385.74,22,697986.59,21,0.0,0,2576050.51,21,731842.3,20,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,SHAFTSBURY,4329510.73,11,0.0,0,0.0,0,4340260.61,10,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,SHELBURNE,16191678.59,79,3046441.93,76,95651.83333333324,15,15853512.65,84,2960268.33,76,42215.33333333333,17,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,ST ALBANS,48658349.15,96,3951583.21,93,1148479.1666666663,27,45679166.69,90,3644139.57,88,163830.16666666672,24,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,ST ALBANS TOWN,16295640.5,38,4313534.18,36,75635.3333333333,17,17728965.0,40,4442190.57,37,91175.16666666664,15,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,STOWE,23818656.25,99,15848058.13,97,315599.66666666634,24,18712697.65,93,11127758.17,91,175248.49999999994,20,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,SWANTON,10503443.85,46,1420835.69,45,39685.99999999999,10,7296836.8,44,1239722.77,42,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,TROY,0.0,0,0.0,0,0.0,0,1358591.54,11,242683.51,11,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,WARREN,3852661.99,23,3298942.29,22,0.0,0,3610663.08,20,3137247.36,19,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,WEATHERSFIELD,1126865.87,14,202429.82,13,0.0,0,613102.2,11,161294.86,11,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,WEST RUTLAND,3863454.62,21,669810.54,18,0.0,0,3298821.87,17,539712.38,14,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,WESTMINSTER,1780308.24,21,404592.87,20,0.0,0,1552419.57,17,299689.5,16,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,WILLIAMSTOWN,1040760.46,11,260278.89,11,0.0,0,1025271.05,10,307338.86,10,0.0,0,Final,Monthly
Meals and Rooms,2018,Feb,2,2018-02-28,WILLISTON,53712726.96,235,23687628.28,215,1227494.6666666665,87,51648980.58,217,21669530.05,199,909821.1666666671,79,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,BARRE,39291392.16,153,8959288.7,146,290699.00000000006,37,38243670.22,154,8684027.52,145,190015.66666666674,36,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,BARTON,16514610.8,32,869090.71,27,105011.8333333333,12,15488064.76,29,863684.55,26,26812.83333333334,11,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,BETHEL,3244883.1,20,341540.84,14,0.0,0,1083917.16,20,328392.84,19,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,BRISTOL,5117214.15,34,1146446.45,33,0.0,0,4122477.1,28,887156.87,28,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,COLCHESTER,119799292.72,125,26649796.88,110,781407.3333333336,43,113329408.97,119,25720319.01,105,848246.5,34,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,DANVILLE,409860.91,12,342332.09,12,0.0,0,483512.1,12,344026.79,12,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,DOVER,7792476.06,31,7312946.33,28,0.0,0,3879137.65,28,3410770.28,26,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,ENOSBURG,10705761.21,37,1422119.68,36,0.0,0,6152013.1,37,1388299.08,35,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,FAIRFAX,1697680.78,19,696921.05,19,0.0,0,1855284.93,21,581677.1,19,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,FAIRLEE,915254.42,18,222448.53,16,0.0,0,927336.29,16,210511.17,14,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,FERRISBURGH,1763332.21,14,577101.47,14,0.0,0,1355602.34,15,529812.84,15,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,GEORGIA,1710040.1,15,524899.67,15,0.0,0,1716494.44,13,525613.13,13,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,HARDWICK,7481743.88,38,1308737.2,35,0.0,0,6630881.12,34,1234927.75,31,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,HIGHGATE,1297032.86,14,421668.08,12,0.0,0,1163302.25,13,327894.16,12,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,LONDONDERRY,2563610.88,22,992198.8,20,0.0,0,2095626.53,22,862581.44,20,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,MONTPELIER,11931811.28,102,4336971.75,100,304392.99999999965,27,11894211.49,106,4006347.76,101,279191.8333333336,24,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,NEW HAVEN,10457056.33,22,503135.1,20,0.0,0,9700115.82,25,368896.7,24,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,NEWPORT,17008379.76,87,3212111.11,85,82362.83333333328,26,15700999.83,87,3254733.83,84,61103.99999999997,26,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,NORTHFIELD,5550017.02,37,1105380.23,34,0.0,0,5851110.33,35,1100714.51,33,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,NORWICH,6212036.48,17,680037.6,16,0.0,0,5768934.55,16,545779.78,16,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,PAWLET,743859.26,10,248663.02,10,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,PROCTOR,0.0,0,0.0,0,0.0,0,1443376.81,10,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,RANDOLPH,6689224.73,53,1509079.14,50,23230.166666666635,12,6791384.89,52,1511072.55,49,33131.16666666667,13,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,ROCKINGHAM,6585117.71,42,1057248.41,39,18858.666666666675,10,6631782.56,43,1157130.55,41,33998.833333333336,10,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,RUTLAND TOWN,15899397.71,70,7665547.94,67,731537.0000000003,26,21588553.86,71,8142955.13,69,552117.8333333334,29,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,SHELBURNE,17335105.64,80,3096848.74,75,167413.5,17,12407952.41,83,3416211.3,78,36818.16666666663,15,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,SOUTH BURLINGTON,139268882.48,319,23993485.98,298,1043750.5,133,131564013.39,320,24499355.26,297,1208730.833333333,134,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,SPRINGFIELD,9397922.96,63,3459353.29,62,77058.1666666667,21,8899567.45,59,3371471.48,58,60952.99999999997,19,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,ST ALBANS,51279725.34,97,4579152.25,95,425896.3333333337,30,52647121.41,93,3965264.9,89,264654.66666666674,28,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,ST ALBANS TOWN,20272252.52,39,5469562.88,37,75137.50000000007,16,19234176.91,40,4928795.65,37,60303.83333333326,17,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,SWANTON,12307195.47,46,1410821.69,45,40681.49999999993,10,8472914.11,43,1438748.22,42,18704.16666666667,10,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,THETFORD,809517.39,16,279444.56,16,0.0,0,1049150.8,18,344283.83,17,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,VERNON,963585.41,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,WAITSFIELD,7351492.6,64,2928191.22,58,0.0,0,6960104.25,59,2810894.81,52,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,WARREN,5708415.2,22,5120754.39,21,0.0,0,3415320.18,21,2992159.36,19,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,WHITINGHAM,311347.44,12,73387.96,12,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,WILMINGTON,3765453.05,32,1037223.48,32,0.0,0,4977677.17,28,2278167.62,27,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,WINDSOR,2147286.1,31,656924.74,28,23780.833333333336,11,2100332.47,28,660590.75,25,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,WOLCOTT,0.0,0,0.0,0,0.0,0,247805.92,11,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Mar,3,2018-03-31,WOODSTOCK,5821530.5,57,1467778.55,54,127501.83333333301,11,5880808.1,55,1264389.33,52,95561.00000000003,12,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,BARTON,15765847.51,31,989969.09,26,41094.5,11,12492354.9,31,966449.8,27,14837.33333333333,11,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,BETHEL,3140446.43,21,332307.18,17,0.0,0,1104216.78,18,340673.75,17,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,BRATTLEBORO,37834008.68,189,6948424.14,177,875004.5,54,43652296.92,194,7709094.91,179,354910.1666666668,59,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,COLCHESTER,108359453.37,128,23783994.55,117,906339.5,42,104046340.33,125,24426428.76,111,1407605.3333333333,36,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,CRAFTSBURY,482114.36,11,155512.48,11,0.0,0,323672.72,10,122631.07,10,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,DERBY,20090804.33,59,5994202.53,57,114401.50000000003,29,18657448.08,55,6086320.44,55,125685.50000000004,26,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,ESSEX,41222578.16,168,11779074.28,164,350005.9999999999,39,34352078.86,161,12083794.47,152,314572.0,44,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,FAIR HAVEN,5708912.26,33,1057724.32,32,0.0,0,5467134.17,33,1152684.87,32,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,FAIRLEE,935473.49,17,211595.84,15,0.0,0,998586.38,16,214058.31,14,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,GEORGIA,1931786.21,16,620716.36,16,0.0,0,1822956.57,16,673702.69,15,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,HARTLAND,805554.05,15,277342.92,15,0.0,0,817899.14,14,309114.13,14,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,HIGHGATE,1222278.56,13,422284.38,12,0.0,0,1202021.44,13,423959.47,13,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,JOHNSON,9370535.13,26,2501446.22,25,0.0,0,9245271.47,29,2451778.0,28,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,MANCHESTER,26951807.7,147,6604382.58,138,196741.9999999999,30,24076455.17,142,6148981.6,135,175817.6666666666,33,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,MIDDLEBURY,28877017.81,121,7071139.43,120,106041.0,33,26538174.25,112,7193590.42,111,99714.83333333334,32,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,NEW HAVEN,9933837.86,22,450507.29,21,0.0,0,9284055.42,26,621787.1,24,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,PITTSFORD,2256092.24,20,610859.49,20,0.0,0,1714805.41,20,575623.48,19,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,PUTNEY,910563.18,17,221461.75,14,0.0,0,922693.9,18,247421.21,13,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,RICHMOND,9660339.46,26,1989447.47,26,0.0,0,8788828.97,20,1749701.38,20,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,ROCHESTER,1369679.0,10,144103.18,10,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,SOUTH HERO,1329331.22,13,343921.12,13,0.0,0,1286717.32,14,388648.92,14,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,ST JOHNSBURY,18811493.18,108,5748760.58,105,160457.00000000003,43,19248188.57,107,5938777.95,105,343388.3333333334,42,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,STOWE,9730250.91,102,4797684.6,100,278724.33333333326,23,8700174.5,94,4682862.14,92,165561.8333333334,18,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,SWANTON,11933072.9,48,1755472.35,47,36749.0,13,9120658.87,43,2133682.66,43,15778.500000000004,10,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,THETFORD,1543114.34,21,726879.6,20,0.0,0,982661.24,20,323554.5,19,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,WAITSFIELD,6544056.27,62,2598080.76,59,0.0,0,6581150.42,57,2927779.56,54,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,WATERBURY,6976031.14,70,2568599.45,66,190383.83333333366,15,6567898.78,69,2379637.67,68,180188.833333333,14,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,WATERFORD,386066.26,10,0.0,0,0.0,0,367122.32,12,140418.39,10,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,WEATHERSFIELD,1232825.67,13,239961.29,12,0.0,0,656870.93,11,179511.71,10,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,WEST RUTLAND,3769523.76,21,839921.73,18,0.0,0,4418856.4,20,941673.52,19,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,WINDSOR,2766953.67,32,772540.15,28,37159.50000000001,10,3070171.28,29,785659.25,27,0.0,0,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,WINOOSKI,9420237.46,47,1517712.36,42,377084.00000000035,10,14995106.84,48,1466587.81,41,524419.3333333337,10,Final,Monthly
Meals and Rooms,2018,Apr,4,2018-04-30,WOODSTOCK,5128893.35,56,1223257.43,52,138049.99999999997,15,4768304.85,55,1147383.57,53,67481.49999999999,13,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,ALBURGH,1676529.7,17,454442.14,17,0.0,0,1411944.44,17,397084.78,17,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,ARLINGTON,10617878.25,17,475983.92,15,0.0,0,11042128.85,17,448194.84,15,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,BARRE,38972947.07,160,10896587.04,154,450099.5,41,51331495.98,156,10536639.98,150,472181.33333333296,38,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,BENNINGTON,35314938.19,172,12462140.4,164,139027.1666666667,49,35310892.24,176,11523529.94,169,172944.00000000006,50,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,BRADFORD,7860702.13,29,1990370.19,27,63106.66666666664,15,7256381.35,29,2001039.27,27,79164.33333333339,12,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,BRIGHTON,631147.26,11,320016.45,11,0.0,0,547262.62,11,250569.3,11,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,BURLINGTON,75890294.24,322,19775513.73,299,631978.1666666672,71,98796890.82,313,19866693.57,293,693946.666666667,84,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,CHARLOTTE,1571506.1,19,870381.33,15,0.0,0,1482026.3,21,752627.48,18,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,CHESTER,2455147.76,30,779649.68,28,25260.5,10,2367218.94,31,721370.84,29,43990.333333333365,10,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,DORSET,1881831.34,26,919388.64,25,0.0,0,1663127.79,25,881142.92,22,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,DOVER,656677.5,23,516224.76,22,0.0,0,909060.35,21,717957.48,18,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,ENOSBURG,11669461.47,37,2026360.21,36,11834.333333333341,11,6027047.61,38,1793297.59,37,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,FAIRFAX,2823877.47,20,1408369.31,19,0.0,0,2374560.9,22,1176937.22,22,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,FAIRLEE,1208796.56,18,405826.95,17,0.0,0,1500150.54,18,403848.03,16,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,FERRISBURGH,2651591.85,16,1324247.17,16,0.0,0,2168614.42,17,1222678.42,17,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,GEORGIA,2273663.62,16,754422.69,16,0.0,0,2013795.57,14,712933.96,14,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,IRASBURG,1685483.36,14,277692.45,11,0.0,0,909555.2,11,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,JAMAICA,1336760.1,13,295566.81,13,0.0,0,501409.46,11,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,LUDLOW,5395408.94,35,2607071.24,35,0.0,0,4203230.41,35,2347816.17,35,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,LYNDON,10221978.81,58,3660299.14,54,42091.50000000001,16,10340062.64,53,3025658.29,49,90529.83333333334,16,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,MANCHESTER,33588343.64,146,9706805.99,139,288506.3333333334,29,29411489.03,140,8357938.6,134,396546.166666667,35,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,MILTON,13106416.36,66,4079715.02,62,22081.666666666675,17,15474604.6,61,3753037.32,59,115298.83333333337,19,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,MONTPELIER,16263369.42,102,6701088.2,100,161345.83333333328,25,15636238.05,100,6243450.32,96,184408.33333333346,25,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,POULTNEY,2512943.4,29,749534.02,27,0.0,0,1436369.08,28,647179.26,27,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,RANDOLPH,7583519.23,55,1958382.04,53,33104.500000000065,18,6032291.41,53,1989764.92,50,33108.166666666664,17,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,RUTLAND TOWN,18882996.34,66,9884346.5,64,889067.3333333326,22,24569417.18,71,10068356.13,69,315698.3333333334,32,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,SOUTH HERO,1732861.18,18,540252.3,18,0.0,0,1548679.83,18,493293.1,18,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,ST ALBANS TOWN,19613870.5,38,6092805.34,36,59585.5,15,20829765.5,41,6062996.02,38,132120.49999999997,17,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,VERNON,1150465.21,11,243541.32,10,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,WEATHERSFIELD,1561571.32,15,342629.72,14,0.0,0,912733.79,10,275061.43,10,0.0,0,Final,Monthly
