type,year,month_name,month_num,month_end,town,gross,gross_count,retail,retail_count,use,use_count,past_gross,past_gross_count,past_retail,past_retail_count,past_use,past_use_count,update,time_frame
Meals and Rooms,2019,Jun,6,2019-06-30,ROCKINGHAM,4950732.7,46,1045045.58,43,66631.99999999994,11,5132905.82,42,1288079.65,41,70588.00000000001,12,Final,Monthly
Meals and Rooms,2019,Jun,6,2019-06-30,ROYALTON,4989576.91,26,1272637.19,23,0.0,0,6710104.65,26,1365903.35,25,0.0,0,Final,Monthly
Meals and Rooms,2019,Jun,6,2019-06-30,RUTLAND TOWN,19334816.84,64,10578449.82,62,517823.16666666657,22,18256346.22,66,9934947.25,63,1932017.0,24,Final,Monthly
Meals and Rooms,2019,Jun,6,2019-06-30,SHAFTSBURY,7681441.72,12,0.0,0,0.0,0,10450766.87,13,652105.72,11,0.0,0,Final,Monthly
Meals and Rooms,2019,Jun,6,2019-06-30,SOUTH BURLINGTON,120855107.48,320,30565719.67,298,1605291.0000000012,125,144195195.45,322,29182217.3,305,2360830.333333333,132,Final,Monthly
Meals and Rooms,2019,Jun,6,2019-06-30,ST ALBANS TOWN,31670450.26,66,8563491.29,63,59531.3333333334,18,26199441.47,64,8839986.05,62,51711.33333333338,20,Final,Monthly
Meals and Rooms,2019,Jun,6,2019-06-30,STOWE,9598036.68,101,4048935.12,100,473396.16666666634,22,10539168.6,107,4721142.15,104,326649.1666666667,22,Final,Monthly
Meals and Rooms,2019,Jun,6,2019-06-30,TROY,1612368.81,11,291626.98,11,0.0,0,1717608.06,12,335740.28,12,0.0,0,Final,Monthly
Meals and Rooms,2019,Jun,6,2019-06-30,VERGENNES,15357401.2,43,1767286.68,39,357215.4999999997,13,18610618.62,41,1801268.74,38,1611973.666666663,14,Final,Monthly
Meals and Rooms,2019,Jun,6,2019-06-30,WEATHERSFIELD,1386957.81,15,343178.17,14,0.0,0,1705540.28,14,371585.49,13,0.0,0,Final,Monthly
Meals and Rooms,2019,Jun,6,2019-06-30,WILLISTON,73936762.13,228,35726377.39,212,1322043.5,86,84092212.34,230,37061483.96,218,1629946.6666666663,83,Final,Monthly
Meals and Rooms,2019,Jun,6,2019-06-30,WILMINGTON,2987765.68,34,1004440.63,34,0.0,0,3249768.81,35,1052392.73,34,0.0,0,Final,Monthly
Meals and Rooms,2019,Jun,6,2019-06-30,WINDSOR,2560334.89,35,991763.13,32,34426.99999999998,10,2444906.27,36,925995.12,34,32079.166666666686,10,Final,Monthly
Meals and Rooms,2019,Jun,6,2019-06-30,WINOOSKI,6108002.04,50,1395584.93,43,0.0,0,10428819.47,49,1887954.43,45,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,BENNINGTON,37564513.5,166,12172038.54,156,165611.50000000003,42,38236301.83,176,12285444.45,168,159050.99999999997,45,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,BRADFORD,7870993.81,28,1943880.48,26,100683.16666666666,18,7553662.08,30,1990372.4,28,65697.6666666667,15,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,BRISTOL,5076062.6,38,1696889.42,37,0.0,0,4441014.71,38,1517532.12,37,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,BURLINGTON,70027782.63,340,19787780.39,317,470718.3333333333,63,66861764.07,338,19715297.23,318,503177.833333333,70,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,CASTLETON,4881347.21,44,1533992.94,40,0.0,0,5742871.49,43,2288550.31,40,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,CHESTER,2817337.83,33,732260.75,30,26856.1666666667,10,2607057.59,33,688765.98,29,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,DANVILLE,1238983.49,20,916324.98,20,0.0,0,996375.21,17,739108.92,16,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,DORSET,2081514.36,28,908861.4,25,0.0,0,1989862.92,30,893998.1,27,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,DUMMERSTON,1635503.83,15,410070.51,13,0.0,0,1521848.29,13,338795.78,11,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,ENOSBURG,5525540.04,37,1889424.91,37,0.0,0,5618751.49,38,1714284.62,36,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,ESSEX,46490813.48,173,13403141.86,162,100128.33333333337,40,41760857.36,165,12795376.34,159,243176.50000000003,38,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,FAIR HAVEN,6199780.48,36,1439317.86,34,0.0,0,6371225.17,34,1411208.65,32,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,FERRISBURGH,2607205.97,15,1039256.02,15,0.0,0,2501087.62,18,1083620.23,18,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,HARDWICK,10322411.92,38,1442169.17,36,0.0,0,7963770.39,38,1406391.97,37,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,HYDE PARK,3192239.38,20,334114.01,19,0.0,0,2690523.21,21,357431.11,20,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,IRASBURG,1912006.33,11,240848.31,10,0.0,0,1942478.84,13,318232.86,10,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,JAMAICA,1831994.95,14,499538.39,13,0.0,0,1807744.46,15,440866.84,13,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,LONDONDERRY,3744279.2,24,1405954.31,23,0.0,0,3476096.86,26,1135397.96,24,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,LYNDON,9235489.38,55,3517675.68,53,103924.5,17,7820043.39,56,3315390.49,52,61912.333333333365,17,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,MANCHESTER,24320127.65,141,10745976.88,135,314879.16666666634,31,30604099.49,144,10288298.81,140,285381.1666666666,29,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,NEW HAVEN,11195625.43,26,691111.22,24,0.0,0,10185677.3,28,651310.14,27,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,PUTNEY,859286.09,16,252147.3,13,0.0,0,1074868.66,19,295297.74,17,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,RICHMOND,8360933.7,27,2826642.49,26,0.0,0,7083754.48,30,2443138.65,30,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,SHAFTSBURY,9843832.09,12,691893.81,10,0.0,0,8733292.64,14,492369.38,11,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,SHELBURNE,23297180.27,85,5349404.35,81,79564.3333333334,10,22582906.15,88,4857468.73,86,54763.33333333334,12,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,ST ALBANS,58989657.85,82,3185611.21,76,190055.5,18,56198469.7,81,2761808.4,79,241454.83333333323,24,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,WAITSFIELD,8422828.87,61,3329028.53,57,0.0,0,8517781.78,64,3502974.87,61,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,WARREN,3163151.01,22,903809.17,21,0.0,0,1217317.4,23,628744.46,21,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,WATERBURY,8058163.45,72,3345880.53,71,26755.500000000033,10,7971320.27,78,3417106.56,78,662812.3333333337,14,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,WEATHERSFIELD,1587415.36,16,381030.85,14,0.0,0,1835488.89,16,388324.97,15,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,WHITINGHAM,357831.46,12,120619.86,12,0.0,0,369249.72,10,122830.23,10,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,WINDSOR,3080127.64,34,1028744.36,31,39976.16666666668,10,2569988.35,35,1014141.43,32,35585.33333333336,10,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,WOLCOTT,492746.6,10,0.0,0,0.0,0,438568.88,10,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2019,Jul,7,2019-07-31,WOODSTOCK,5585669.64,58,2024899.11,57,112268.83333333327,12,6301903.53,58,1918956.74,55,145213.83333333343,12,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,ARLINGTON,15621990.67,17,472130.21,15,0.0,0,11030170.17,18,502843.31,16,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,BARRE,44158701.33,156,10734805.57,149,502991.6666666663,38,39469044.67,160,10824914.33,151,299661.16666666686,35,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,BENNINGTON,39235567.61,167,11363988.97,156,108049.16666666674,39,40026409.51,179,11586719.49,173,120870.49999999997,48,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,BURKE,932158.84,15,549637.04,15,0.0,0,924543.85,16,468417.05,16,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,CAMBRIDGE,5358890.45,39,2331311.93,38,0.0,0,4806628.91,39,2184891.2,39,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,CHARLOTTE,1646587.61,23,607433.96,18,0.0,0,1618254.0,20,501420.74,17,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,CLARENDON,8088217.78,28,1731239.98,28,0.0,0,6475630.27,28,1650863.2,28,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,CRAFTSBURY,687811.33,13,468684.73,13,0.0,0,529622.66,12,275319.88,12,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,DANVILLE,1032862.44,19,861876.24,19,0.0,0,1136032.24,16,936567.21,15,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,DOVER,930507.23,24,736177.7,23,0.0,0,894770.59,25,698349.62,24,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,HARTLAND,890416.31,14,412368.31,14,0.0,0,1357185.02,15,436096.82,15,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,HYDE PARK,2542767.16,19,271813.85,18,0.0,0,2387615.14,21,333780.96,21,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,LUDLOW,6431681.32,40,2698047.08,39,0.0,0,7053211.04,36,3673147.92,36,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,MORRISTOWN,22020485.39,91,7200464.21,90,69897.66666666666,28,19448473.83,93,6455863.86,90,260927.8333333333,33,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,NEWBURY,2903025.94,13,243645.79,11,0.0,0,2760232.0,15,264960.34,13,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,NEWPORT,18909565.89,88,3978405.38,86,64202.83333333334,26,17479339.63,89,3851736.82,87,43872.6666666667,27,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,NORWICH,8842343.41,17,764340.35,16,0.0,0,6877065.28,16,788920.14,16,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,PAWLET,666848.67,12,259781.28,10,0.0,0,736452.89,10,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,PLAINFIELD,483044.94,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,POULTNEY,2357488.18,30,784540.51,28,0.0,0,2497218.48,30,745719.88,29,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,ROYALTON,6737154.51,25,1418629.78,24,0.0,0,5675118.45,24,1461010.43,23,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,RUTLAND,36387558.57,201,12926906.88,193,435585.16666666715,52,36105447.95,210,12792198.15,204,628344.5000000001,58,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,SOUTH BURLINGTON,120508469.58,323,28845952.81,304,1258476.3333333328,121,126350712.73,318,27409213.07,297,1301125.3333333337,127,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,ST ALBANS TOWN,29912787.16,67,7981934.92,64,31751.66666666666,18,25724729.22,64,7889745.32,61,61237.33333333336,21,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,ST JOHNSBURY,21545740.4,113,7208116.22,111,200463.66666666672,36,20016203.98,116,6532975.52,112,176551.33333333326,36,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,SWANTON,14118895.43,52,2508260.75,46,19683.16666666666,10,15360147.68,52,2935736.28,51,30491.666666666704,12,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,TROY,1656260.82,11,314197.01,11,0.0,0,1798724.22,10,328235.46,10,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,VERGENNES,11788397.46,48,1677299.9,45,318581.1666666664,13,14913087.63,42,1702040.39,40,276675.33333333395,13,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,VERNON,3101399.26,12,0.0,0,0.0,0,1747567.44,11,630969.23,10,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,WILLIAMSTOWN,1516491.86,15,510303.17,15,0.0,0,1527050.05,12,433860.74,12,0.0,0,Final,Monthly
Meals and Rooms,2019,Aug,8,2019-08-31,WOLCOTT,443783.55,10,0.0,0,0.0,0,542809.3,10,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,ARLINGTON,13979630.56,18,453841.23,16,0.0,0,10925947.88,19,467438.42,17,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,BARRE,46250371.14,159,11103658.13,153,424832.33333333326,38,45646682.95,161,10831960.74,153,502857.4999999996,37,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,BARTON,18916380.43,37,1423235.96,31,46171.333333333336,13,17442346.9,36,1327055.51,31,38332.83333333331,12,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,BERLIN,17217681.9,49,6174628.08,48,141507.16666666674,26,17781020.23,51,5488612.52,49,45258.66666666668,26,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,BRIGHTON,450511.95,12,290007.92,11,0.0,0,665833.58,12,316626.44,12,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,CHARLOTTE,1349667.64,23,565177.17,20,0.0,0,1351414.9,24,480301.49,18,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,COLCHESTER,117181342.96,135,28688638.04,120,1652687.9999999967,41,121765911.58,138,28267714.98,120,723628.9999999997,42,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,CRAFTSBURY,441080.13,14,221207.88,14,0.0,0,619799.4,12,380882.69,12,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,DANVILLE,1668822.14,19,880074.76,19,0.0,0,1013512.29,18,873790.46,18,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,DORSET,1546496.52,28,606481.22,24,0.0,0,1514410.6,25,577629.38,25,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,EAST MONTPELIER,3861941.33,26,1231930.08,25,0.0,0,4710380.29,25,1313033.08,23,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,FAIR HAVEN,7022004.19,37,1510006.36,35,0.0,0,6040778.8,34,1265385.81,33,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,FAIRFAX,3280557.55,20,1335480.55,19,0.0,0,3112803.54,21,1186346.99,20,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,FERRISBURGH,2054013.17,16,704566.52,16,0.0,0,2007132.2,17,746466.99,17,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,IRASBURG,1138026.86,11,0.0,0,0.0,0,2548085.92,12,188155.75,10,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,MANCHESTER,25367008.01,142,11046876.76,137,252760.3333333333,31,29641248.62,147,8913596.05,143,253566.1666666664,32,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,MONTPELIER,16855030.83,99,5811087.17,93,254190.49999999968,26,13244509.12,103,5207905.38,101,267484.333333333,28,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,MORETOWN,520883.03,10,0.0,0,0.0,0,551397.95,10,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,NEW HAVEN,10458947.51,26,684010.99,23,0.0,0,8732188.2,26,586945.56,24,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,POULTNEY,2633124.15,28,757903.58,28,0.0,0,1983155.98,30,664165.34,28,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,PUTNEY,996349.14,17,288424.54,15,0.0,0,1131524.39,19,368107.56,16,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,SHELBURNE,18873371.43,86,4297064.06,81,42645.833333333336,11,19187409.93,89,4407347.72,85,40001.00000000002,13,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,ST ALBANS TOWN,29610421.15,66,7871452.75,63,65559.49999999997,21,23274137.29,64,7381772.17,61,56926.8333333333,22,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,STOWE,11622738.47,105,5134291.46,100,514487.99999999994,21,10582364.51,106,4674651.05,105,399794.666666667,18,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,THETFORD,1075056.01,20,464188.15,19,0.0,0,1051721.47,21,465364.23,21,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,WAITSFIELD,8220897.17,64,3077480.96,63,0.0,0,8640553.47,64,3242490.03,61,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,WARREN,4170376.9,24,1933203.52,22,0.0,0,2477587.95,23,1938490.51,21,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,WATERBURY,9494546.85,72,3383845.93,69,303895.1666666667,11,8171863.5,77,3219154.37,74,4470.666666666664,12,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,WATERFORD,2290310.16,10,271978.66,10,0.0,0,1215760.15,10,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,WEST RUTLAND,3723283.36,24,896842.04,22,0.0,0,3674438.23,21,869262.99,20,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,WILLIAMSTOWN,1404720.78,13,456589.08,13,0.0,0,1345900.07,12,412353.43,12,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,WINDSOR,2493224.05,32,901380.01,31,0.0,0,2504677.74,35,877568.7,32,0.0,0,Final,Monthly
Meals and Rooms,2019,Sep,9,2019-09-30,WOODSTOCK,5311370.73,59,1787858.64,55,85389.0,12,5865141.24,60,1693897.11,57,81658.16666666667,13,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,BRADFORD,8048483.79,26,1781891.85,23,124393.49999999967,15,8348889.98,26,1822933.51,24,55898.33333333329,17,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,BRIDGEWATER,327300.7,10,0.0,0,0.0,0,450358.52,10,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,BRIGHTON,558737.06,13,320775.52,12,0.0,0,523986.52,13,274486.98,11,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,BURKE,878985.46,16,499863.59,16,0.0,0,970870.73,16,496608.09,16,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,CASTLETON,4540653.18,40,1150441.81,37,0.0,0,4918991.07,41,1151004.39,38,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,CHARLOTTE,1484252.36,24,562020.16,19,0.0,0,1449968.69,21,522746.87,18,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,COLCHESTER,121527775.89,130,29416842.56,117,975251.3333333331,40,120128934.85,134,27351034.49,123,793468.3333333338,43,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,DERBY,23637407.71,57,8256386.79,55,92901.66666666667,25,21921385.37,62,8211505.59,60,112225.0,28,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,DORSET,1716305.17,28,603973.93,27,0.0,0,1661202.95,24,606964.4,22,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,DOVER,1082601.61,25,794040.53,24,0.0,0,2156661.51,28,1816731.26,26,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,FAIRLEE,1401874.11,18,335033.16,16,0.0,0,1220103.79,17,243194.22,15,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,GEORGIA,1151115.1,16,551769.68,15,0.0,0,1186589.13,15,547863.52,15,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,HARDWICK,8930614.28,39,1586198.91,37,0.0,0,9147757.38,36,1390186.08,35,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,HIGHGATE,1985407.14,13,602689.8,12,0.0,0,1852899.4,13,545851.76,12,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,HINESBURG,8295138.68,35,1658787.88,30,18724.333333333303,10,5187271.26,32,1426463.94,28,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,HYDE PARK,2592670.21,20,329134.98,18,0.0,0,2502867.82,20,349383.38,18,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,JAMAICA,2590669.6,15,534110.05,14,0.0,0,2080485.06,15,404622.66,14,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,JERICHO,2412321.37,22,805934.23,22,0.0,0,2432769.25,21,734447.74,21,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,JOHNSON,8734637.83,26,2406886.9,26,0.0,0,9161889.41,26,2402327.23,25,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,KILLINGTON,6186775.6,31,5165099.67,30,0.0,0,6334771.57,32,5443597.54,30,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,LYNDON,7253101.86,54,3106837.69,50,44739.333333333336,15,7454777.45,54,3093277.78,51,59298.50000000004,17,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,NEWBURY,3287734.84,14,243604.47,12,0.0,0,3062648.17,14,217640.58,13,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,NORTHFIELD,6480087.8,34,1346048.11,32,0.0,0,6281351.36,37,1242217.53,35,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,ROCHESTER,1379630.88,15,242072.57,15,0.0,0,1534424.81,15,237059.63,14,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,ROCKINGHAM,6974343.45,42,1353497.22,41,0.0,0,7130360.76,45,1522024.39,43,85921.3333333334,12,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,RUTLAND,37202780.47,207,13256300.38,197,650608.8333333336,49,38759796.78,216,12976189.46,208,506020.50000000035,54,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,RUTLAND TOWN,24617979.95,70,11945493.09,68,1198977.833333334,25,25104904.42,75,11757616.11,73,1193285.833333334,24,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,ST JOHNSBURY,21121430.88,114,7285969.45,110,192633.83333333328,40,22024128.43,112,6903211.39,109,183395.16666666674,41,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,SWANTON,13474744.84,51,2184352.5,46,0.0,0,14458880.06,51,2291292.56,49,29914.499999999956,10,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,TROY,1630966.19,13,255364.89,12,0.0,0,1855418.91,11,246924.45,11,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,UNDERHILL,1884235.38,12,255986.72,11,0.0,0,2383135.44,11,317938.01,10,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,WAITSFIELD,7813616.08,65,3121988.7,62,0.0,0,9123696.21,62,3355951.91,60,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,WATERBURY,7891210.41,71,3312844.4,70,452362.5,10,8782923.24,72,3502266.68,72,245192.66666666634,17,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,WATERFORD,2404432.78,11,180325.37,11,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,WEATHERSFIELD,1581752.21,13,332217.1,12,0.0,0,1683343.96,15,383546.73,14,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,WHITINGHAM,381031.35,14,149388.44,14,0.0,0,331050.32,10,107204.02,10,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,WILLISTON,76249659.41,237,33823804.16,217,1960642.666666667,81,75025060.48,233,34574549.34,216,1933340.6666666674,86,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,WILMINGTON,3400602.54,36,1042423.4,35,0.0,0,3932677.05,34,1139361.86,33,0.0,0,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,WINDSOR,2582385.88,32,891628.43,30,23159.833333333336,10,2538826.18,35,833698.9,33,22379.5,10,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,WINOOSKI,5332075.45,49,1435037.12,43,0.0,0,7015111.36,52,1629893.54,45,173229.50000000006,11,Final,Monthly
Meals and Rooms,2019,Oct,10,2019-10-31,WOLCOTT,869185.05,10,0.0,0,0.0,0,517000.29,10,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2019,Nov,11,2019-11-30,BARRE,45211774.45,157,10718119.84,148,242444.6666666666,35,45048594.53,160,10136714.64,151,256754.50000000035,38,Final,Monthly
Meals and Rooms,2019,Nov,11,2019-11-30,BENNINGTON,38765058.89,164,11980613.79,155,176911.66666666666,38,40404643.02,170,12050348.87,164,255199.83333333334,51,Final,Monthly
Meals and Rooms,2019,Nov,11,2019-11-30,BERLIN,23550620.99,48,6800830.12,47,87316.66666666667,27,22409831.19,51,6964197.35,50,68506.99999999997,26,Final,Monthly
Meals and Rooms,2019,Nov,11,2019-11-30,BRISTOL,4031614.9,41,1288652.08,39,0.0,0,4397942.35,38,1275182.11,38,0.0,0,Final,Monthly
Meals and Rooms,2019,Nov,11,2019-11-30,CASTLETON,3982856.1,40,1059080.8,37,0.0,0,4439574.0,40,1002502.22,37,0.0,0,Final,Monthly
Meals and Rooms,2019,Nov,11,2019-11-30,CHARLOTTE,1007279.25,23,318318.69,18,0.0,0,985369.46,23,281664.69,19,0.0,0,Final,Monthly
Meals and Rooms,2019,Nov,11,2019-11-30,CHESTER,2636016.83,30,671247.62,25,0.0,0,2642601.85,30,637755.81,25,52738.50000000007,10,Final,Monthly
Meals and Rooms,2019,Nov,11,2019-11-30,CLARENDON,5671895.23,26,1550774.27,25,0.0,0,6154720.73,26,1524549.68,25,0.0,0,Final,Monthly
